chrom	pos_min	pos_mid	pos_max	pos_range	sample	cross
Pf3D7_06_v3	168729	169374	170019	1290	XP52/PG0060-C/ERR019058	3d7_hb3
Pf3D7_06_v3	182774	183681	184589	1815	D2_18_05_11/PG0094-CW/ERR045632	7g8_gb4
Pf3D7_06_v3	186366	186704	187043	677	QC13/PG0016-C/ERR012895	hb3_dd2
Pf3D7_06_v3	198214	198498	198782	568	7C421/PG0043-C/ERR015459	hb3_dd2
Pf3D7_06_v3	219141	219326	219512	371	GC03/PG0021-C/ERR015447	hb3_dd2
Pf3D7_06_v3	226774	227257	227741	967	TC08/PG0020-C/ERR019052	hb3_dd2
Pf3D7_06_v3	240829	241319	241810	981	NF10/PG0096-C/ERR027108	7g8_gb4
Pf3D7_06_v3	242009	243284	244560	2551	X35/PG0070-C/ERR019056	3d7_hb3
Pf3D7_06_v3	243012	244136	245261	2249	NIC_18_05_11/PG0095-CW/ERR045631	7g8_gb4
Pf3D7_06_v3	263668	264808	265948	2280	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_06_v3	280843	281368	281894	1051	D2_18_05_11/PG0094-CW/ERR045632	7g8_gb4
Pf3D7_06_v3	281290	282395	283500	2210	D43/PG0029-Cx/ERR107474	hb3_dd2
Pf3D7_06_v3	303742	304192	304643	901	X10/PG0065-C/ERR019064	3d7_hb3
Pf3D7_06_v3	322737	323332	323928	1191	JON/PG0107-C/ERR029408	7g8_gb4
Pf3D7_06_v3	347113	347324	347536	423	QC23/PG0045-C/ERR012892	hb3_dd2
Pf3D7_06_v3	354035	354534	355034	999	7C188/PG0030-C/ERR019046	hb3_dd2
Pf3D7_06_v3	369997	371654	373312	3315	XP4/PG0054-C/ERR019062	3d7_hb3
Pf3D7_06_v3	373312	374045	374778	1466	7C159/PG0040-Cx/ERR107475	hb3_dd2
Pf3D7_06_v3	378828	379280	379732	904	XP9/PG0057-C/ERR019069	3d7_hb3
Pf3D7_06_v3	382308	382833	383359	1051	B1SD/PG0015-C/ERR019044	hb3_dd2
Pf3D7_06_v3	383359	383924	384490	1131	7C424/PG0044-C/ERR019043	hb3_dd2
Pf3D7_06_v3	396298	396889	397480	1182	QC23/PG0045-C/ERR012892	hb3_dd2
Pf3D7_06_v3	397480	398172	398864	1384	7C126/PG0047-C/ERR015452	hb3_dd2
Pf3D7_06_v3	417469	418099	418729	1260	7C421/PG0043-C/ERR015459	hb3_dd2
Pf3D7_06_v3	424762	425163	425565	803	AL2_13_05_11/PG0103-CW/ERR045627	7g8_gb4
Pf3D7_06_v3	439548	440061	440574	1026	7C140/PG0039-C/ERR015454	hb3_dd2
Pf3D7_06_v3	511174	511225	511277	103	GC06/PG0028-C/ERR015456	hb3_dd2
Pf3D7_06_v3	511174	511880	512586	1412	TF1/PG0080-C/ERR027103	7g8_gb4
Pf3D7_06_v3	512586	517870	523154	10568	DAN/PG0098-C/ERR027110	7g8_gb4
Pf3D7_06_v3	533601	534074	534547	946	XP9/PG0057-C/ERR019069	3d7_hb3
Pf3D7_06_v3	537597	537860	538123	526	X33/PG0069-C/ERR019055	3d7_hb3
Pf3D7_06_v3	548443	549141	549840	1397	7C424/PG0044-C/ERR019043	hb3_dd2
Pf3D7_06_v3	548443	549141	549840	1397	QC13/PG0016-C/ERR012895	hb3_dd2
Pf3D7_06_v3	552890	553092	553295	405	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_06_v3	567414	568326	569238	1824	X11/PG0066-C/ERR019072	3d7_hb3
Pf3D7_06_v3	569892	570890	571889	1997	X35/PG0070-C/ERR019056	3d7_hb3
Pf3D7_06_v3	573573	574255	574938	1365	JE11/PG0100-C/ERR029404	7g8_gb4
Pf3D7_06_v3	582739	584500	586261	3522	7C188/PG0030-C/ERR019046	hb3_dd2
Pf3D7_06_v3	589316	589961	590606	1290	D2_18_05_11/PG0094-CW/ERR045632	7g8_gb4
Pf3D7_06_v3	590224	590795	591366	1142	7C111/PG0038-C/ERR015457	hb3_dd2
Pf3D7_06_v3	593826	593990	594154	328	QF5/PG0078-C/ERR029092	7g8_gb4
Pf3D7_06_v3	625850	626036	626222	372	TF1/PG0080-C/ERR027103	7g8_gb4
Pf3D7_06_v3	627530	629014	630498	2968	X6/PG0064-C/ERR019071	3d7_hb3
Pf3D7_06_v3	635841	635942	636044	203	KH7/PG0088-C/ERR027111	7g8_gb4
Pf3D7_06_v3	662120	662536	662952	832	7C126/PG0047-C/ERR015452	hb3_dd2
Pf3D7_06_v3	664888	665314	665740	852	X33/PG0069-C/ERR019055	3d7_hb3
Pf3D7_06_v3	674158	676376	678594	4436	XG10/PG0109-C/ERR029405	7g8_gb4
Pf3D7_06_v3	721351	721531	721711	360	DAN/PG0098-C/ERR027110	7g8_gb4
Pf3D7_06_v3	803052	803522	803993	941	7C421/PG0043-C/ERR015459	hb3_dd2
Pf3D7_06_v3	830780	831633	832486	1706	QC23/PG0045-C/ERR012892	hb3_dd2
Pf3D7_06_v3	832486	834136	835786	3300	X6/PG0064-C/ERR019071	3d7_hb3
Pf3D7_06_v3	837291	838326	839362	2071	QF5/PG0078-C/ERR029092	7g8_gb4
Pf3D7_06_v3	855102	855465	855829	727	JF6/PG0079-C/ERR027102	7g8_gb4
Pf3D7_06_v3	856791	858071	859352	2561	7C140/PG0039-C/ERR015454	hb3_dd2
Pf3D7_06_v3	888991	889414	889837	846	X44/PG0072-C/ERR019057	3d7_hb3
Pf3D7_06_v3	899869	900341	900813	944	X44/PG0072-C/ERR019057	3d7_hb3
Pf3D7_06_v3	917456	919045	920635	3179	WE2/PG0085-C/ERR027101	7g8_gb4
Pf3D7_06_v3	922237	922838	923440	1203	XP9/PG0057-C/ERR019069	3d7_hb3
Pf3D7_06_v3	921232	922977	924723	3491	LA10/PG0086-C/ERR029090	7g8_gb4
Pf3D7_06_v3	923440	923776	924112	672	XP52/PG0060-C/ERR019058	3d7_hb3
Pf3D7_06_v3	960103	961470	962838	2735	JC9_18_05_11/PG0111-CW/ERR045634	7g8_gb4
Pf3D7_06_v3	970157	970386	970615	458	3BD5/PG0024-C/ERR019053	hb3_dd2
Pf3D7_06_v3	990240	991119	991999	1759	7C424/PG0044-C/ERR019043	hb3_dd2
Pf3D7_06_v3	1012526	1012721	1012916	390	CH3_116/PG0032-Cx/ERR037703	hb3_dd2
Pf3D7_06_v3	1039337	1039805	1040274	937	7C188/PG0030-C/ERR019046	hb3_dd2
Pf3D7_06_v3	1058850	1059149	1059449	599	X35/PG0070-C/ERR019056	3d7_hb3
Pf3D7_06_v3	1064736	1064769	1064803	67	AL2_13_05_11/PG0103-CW/ERR045627	7g8_gb4
Pf3D7_06_v3	1065236	1065566	1065897	661	7C424/PG0044-C/ERR019043	hb3_dd2
Pf3D7_06_v3	1065897	1066700	1067504	1607	QC01/PG0017-C/ERR019050	hb3_dd2
Pf3D7_06_v3	1095437	1095552	1095667	230	XP24/PG0058-C/ERR019063	3d7_hb3
Pf3D7_06_v3	1188861	1189961	1191061	2200	7C140/PG0039-C/ERR015454	hb3_dd2
Pf3D7_06_v3	1191061	1192392	1193723	2662	7C170/PG0041-C/ERR015446	hb3_dd2
Pf3D7_06_v3	1210305	1211175	1212046	1741	NIC_18_05_11/PG0095-CW/ERR045631	7g8_gb4
Pf3D7_06_v3	1215068	1215585	1216102	1034	7C159/PG0040-Cx/ERR107475	hb3_dd2
Pf3D7_06_v3	1238008	1238891	1239774	1766	X11/PG0066-C/ERR019072	3d7_hb3
Pf3D7_06_v3	1260873	1261222	1261571	698	B1SD/PG0015-C/ERR019044	hb3_dd2
Pf3D7_07_v3	118094	121487	124880	6786	AL2_13_05_11/PG0103-CW/ERR045627	7g8_gb4
Pf3D7_07_v3	162203	162549	162895	692	XP52/PG0060-C/ERR019058	3d7_hb3
Pf3D7_07_v3	164409	165009	165610	1201	NF10/PG0096-C/ERR027108	7g8_gb4
Pf3D7_07_v3	166549	166980	167411	862	WF12/PG0097-C/ERR027109	7g8_gb4
Pf3D7_07_v3	169906	170251	170597	691	QC01/PG0017-C/ERR019050	hb3_dd2
Pf3D7_07_v3	208447	208985	209524	1077	7C408/PG0031-C/ERR015458	hb3_dd2
Pf3D7_07_v3	239324	239837	240350	1026	KB8/PG0104-C/ERR029148	7g8_gb4
Pf3D7_07_v3	250564	251137	251710	1146	KB8/PG0104-C/ERR029148	7g8_gb4
Pf3D7_07_v3	343690	344574	345458	1768	7C111/PG0038-C/ERR015457	hb3_dd2
Pf3D7_07_v3	350213	351373	352534	2321	TC05/PG0027-C/ERR015450	hb3_dd2
Pf3D7_07_v3	358070	359377	360685	2615	CH3_116/PG0032-Cx/ERR037703	hb3_dd2
Pf3D7_07_v3	375818	376267	376717	899	D43/PG0029-Cx/ERR107474	hb3_dd2
Pf3D7_07_v3	391494	391786	392078	584	7C188/PG0030-C/ERR019046	hb3_dd2
Pf3D7_07_v3	422008	423561	425114	3106	KH7/PG0088-C/ERR027111	7g8_gb4
Pf3D7_07_v3	426245	426384	426524	279	7C408/PG0031-C/ERR015458	hb3_dd2
Pf3D7_07_v3	426245	426474	426703	458	KB8/PG0104-C/ERR029148	7g8_gb4
Pf3D7_07_v3	442543	443486	444429	1886	JB12/PG0099-C/ERR029146	7g8_gb4
Pf3D7_07_v3	452972	453308	453645	673	CH3_61/PG0033-Cx/ERR175544	hb3_dd2
Pf3D7_07_v3	505802	555738	605674	99872	QF5/PG0078-C/ERR029092	7g8_gb4
Pf3D7_07_v3	609040	609176	609312	272	QC34/PG0026-C/ERR015453	hb3_dd2
Pf3D7_07_v3	631868	632777	633686	1818	TC05/PG0027-C/ERR015450	hb3_dd2
Pf3D7_07_v3	635093	635426	635759	666	7C183/PG0042-C/ERR015448	hb3_dd2
Pf3D7_07_v3	635912	636551	637190	1278	JF6/PG0079-C/ERR027102	7g8_gb4
Pf3D7_07_v3	637791	637929	638068	277	X11/PG0066-C/ERR019072	3d7_hb3
Pf3D7_07_v3	640734	641017	641300	566	XE7/PG0106-C/ERR029407	7g8_gb4
Pf3D7_07_v3	646610	647759	648909	2299	GC06/PG0028-C/ERR015456	hb3_dd2
Pf3D7_07_v3	665385	665795	666205	820	WF12/PG0097-C/ERR027109	7g8_gb4
Pf3D7_07_v3	669759	670998	672237	2478	QF5/PG0078-C/ERR029092	7g8_gb4
Pf3D7_07_v3	672838	673633	674429	1591	JB12/PG0099-C/ERR029146	7g8_gb4
Pf3D7_07_v3	678457	678882	679307	850	7C20/PG0037-C/ERR015451	hb3_dd2
Pf3D7_07_v3	689042	689094	689146	104	D2_18_05_11/PG0094-CW/ERR045632	7g8_gb4
Pf3D7_07_v3	695555	696297	697040	1485	X33/PG0069-C/ERR019055	3d7_hb3
Pf3D7_07_v3	708623	709631	710640	2017	X35/PG0070-C/ERR019056	3d7_hb3
Pf3D7_07_v3	733060	733207	733355	295	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_07_v3	733640	733683	733726	86	WC4/PG0082-C/ERR029093	7g8_gb4
Pf3D7_07_v3	776041	776218	776396	355	X39/PG0071-C/ERR019074	3d7_hb3
Pf3D7_07_v3	795408	796359	797311	1903	JC3/PG0077-CW/ERR045636	7g8_gb4
Pf3D7_07_v3	818083	818480	818877	794	X6/PG0064-C/ERR019071	3d7_hb3
Pf3D7_07_v3	820738	820912	821086	348	WF12/PG0097-C/ERR027109	7g8_gb4
Pf3D7_07_v3	839939	840416	840893	954	B1SD/PG0015-C/ERR019044	hb3_dd2
Pf3D7_07_v3	840893	841072	841252	359	7C188/PG0030-C/ERR019046	hb3_dd2
Pf3D7_07_v3	846842	847219	847597	755	7C12/PG0035-Cx/ERR037704	hb3_dd2
Pf3D7_07_v3	872689	873303	873917	1228	GC03/PG0021-C/ERR015447	hb3_dd2
Pf3D7_07_v3	873917	875310	876703	2786	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_07_v3	873917	875310	876703	2786	TF1/PG0080-C/ERR027103	7g8_gb4
Pf3D7_07_v3	890737	890929	891121	384	X10/PG0065-C/ERR019064	3d7_hb3
Pf3D7_07_v3	918468	918603	918738	270	LA10/PG0086-C/ERR029090	7g8_gb4
Pf3D7_07_v3	927343	928238	929134	1791	JE11/PG0100-C/ERR029404	7g8_gb4
Pf3D7_07_v3	934353	934627	934902	549	XP24/PG0058-C/ERR019063	3d7_hb3
Pf3D7_07_v3	960896	961281	961666	770	TC05/PG0027-C/ERR015450	hb3_dd2
Pf3D7_07_v3	995523	996168	996814	1291	JC3/PG0077-CW/ERR045636	7g8_gb4
Pf3D7_07_v3	1000647	1000714	1000781	134	KB8/PG0104-C/ERR029148	7g8_gb4
Pf3D7_07_v3	1005996	1008154	1010313	4317	7C111/PG0038-C/ERR015457	hb3_dd2
Pf3D7_07_v3	1019275	1020357	1021440	2165	XD8_13_05_11/PG0105-CW/ERR045628	7g8_gb4
Pf3D7_07_v3	1040747	1043326	1045905	5158	JB8/PG0087-C/ERR029091	7g8_gb4
Pf3D7_07_v3	1049240	1049598	1049957	717	X6/PG0064-C/ERR019071	3d7_hb3
Pf3D7_07_v3	1058276	1058412	1058549	273	XP24/PG0058-C/ERR019063	3d7_hb3
Pf3D7_07_v3	1095045	1095187	1095329	284	JC3/PG0077-CW/ERR045636	7g8_gb4
Pf3D7_07_v3	1108571	1108771	1108971	400	7C20/PG0037-C/ERR015451	hb3_dd2
Pf3D7_07_v3	1126744	1127944	1129144	2400	AUD/PG0112-C/ERR029406	7g8_gb4
Pf3D7_07_v3	1129843	1130653	1131464	1621	XB3/PG0093-C/ERR029105	7g8_gb4
Pf3D7_07_v3	1129843	1130653	1131464	1621	XG10/PG0109-C/ERR029405	7g8_gb4
Pf3D7_07_v3	1131470	1133413	1135356	3886	JB12/PG0099-C/ERR029146	7g8_gb4
Pf3D7_07_v3	1134743	1136466	1138189	3446	7C424/PG0044-C/ERR019043	hb3_dd2
Pf3D7_07_v3	1138335	1138621	1138907	572	XP5/PG0055-C/ERR019066	3d7_hb3
Pf3D7_07_v3	1144909	1146356	1147803	2894	KA6/PG0091-C/ERR027117	7g8_gb4
Pf3D7_07_v3	1175762	1178822	1181882	6120	3BD5/PG0024-C/ERR019053	hb3_dd2
Pf3D7_07_v3	1193517	1194921	1196326	2809	XF12/PG0102-C/ERR029143	7g8_gb4
Pf3D7_07_v3	1196703	1199511	1202320	5617	QF5/PG0078-C/ERR029092	7g8_gb4
Pf3D7_07_v3	1211429	1212605	1213782	2353	7C3/PG0034-C/ERR019047	hb3_dd2
Pf3D7_07_v3	1211813	1213179	1214545	2732	NF10/PG0096-C/ERR027108	7g8_gb4
Pf3D7_07_v3	1265890	1266259	1266629	739	XP5/PG0055-C/ERR019066	3d7_hb3
Pf3D7_07_v3	1273437	1275753	1278069	4632	D43/PG0029-Cx/ERR107474	hb3_dd2
Pf3D7_07_v3	1315985	1316480	1316976	991	QC23/PG0045-C/ERR012892	hb3_dd2
Pf3D7_07_v3	1342224	1342989	1343755	1531	X6/PG0064-C/ERR019071	3d7_hb3
Pf3D7_08_v3	96942	97386	97831	889	X33/PG0069-C/ERR019055	3d7_hb3
Pf3D7_08_v3	116345	116593	116841	496	7C3/PG0034-C/ERR019047	hb3_dd2
Pf3D7_08_v3	118704	120010	121316	2612	QC23/PG0045-C/ERR012892	hb3_dd2
Pf3D7_08_v3	128709	129229	129749	1040	7C7/PG0048-C/ERR019049	hb3_dd2
Pf3D7_08_v3	133139	134449	135760	2621	KB8/PG0104-C/ERR029148	7g8_gb4
Pf3D7_08_v3	169590	169985	170381	791	X44/PG0072-C/ERR019057	3d7_hb3
Pf3D7_08_v3	179923	180515	181107	1184	XP52/PG0060-C/ERR019058	3d7_hb3
Pf3D7_08_v3	185795	186255	186716	921	7C20/PG0037-C/ERR015451	hb3_dd2
Pf3D7_08_v3	194529	194823	195118	589	JF6/PG0079-C/ERR027102	7g8_gb4
Pf3D7_08_v3	220983	221715	222447	1464	JE11/PG0100-C/ERR029404	7g8_gb4
Pf3D7_08_v3	225287	225876	226466	1179	7C140/PG0039-C/ERR015454	hb3_dd2
Pf3D7_08_v3	227384	228760	230137	2753	7C188/PG0030-C/ERR019046	hb3_dd2
Pf3D7_08_v3	264661	264857	265053	392	XF12/PG0102-C/ERR029143	7g8_gb4
Pf3D7_08_v3	274163	274661	275159	996	B4R3/PG0018-C/ERR019042	hb3_dd2
Pf3D7_08_v3	286851	287943	289035	2184	QC01/PG0017-C/ERR019050	hb3_dd2
Pf3D7_08_v3	366624	367596	368569	1945	QC23/PG0045-C/ERR012892	hb3_dd2
Pf3D7_08_v3	375557	376102	376648	1091	7C20/PG0037-C/ERR015451	hb3_dd2
Pf3D7_08_v3	378558	379076	379594	1036	XP24/PG0058-C/ERR019063	3d7_hb3
Pf3D7_08_v3	382042	382193	382344	302	X2/PG0061-C/ERR019059	3d7_hb3
Pf3D7_08_v3	395451	396531	397611	2160	7C111/PG0038-C/ERR015457	hb3_dd2
Pf3D7_08_v3	401634	402698	403762	2128	7C126/PG0047-C/ERR015452	hb3_dd2
Pf3D7_08_v3	409825	410808	411791	1966	XP52/PG0060-C/ERR019058	3d7_hb3
Pf3D7_08_v3	498029	498256	498483	454	LA10/PG0086-C/ERR029090	7g8_gb4
Pf3D7_08_v3	507336	507745	508155	819	B4R3/PG0018-C/ERR019042	hb3_dd2
Pf3D7_08_v3	507802	507978	508155	353	X11/PG0066-C/ERR019072	3d7_hb3
Pf3D7_08_v3	510582	511298	512015	1433	QF5/PG0078-C/ERR029092	7g8_gb4
Pf3D7_08_v3	548164	548923	549682	1518	7C421/PG0043-C/ERR015459	hb3_dd2
Pf3D7_08_v3	554568	557052	559536	4968	7C12/PG0035-Cx/ERR037704	hb3_dd2
Pf3D7_08_v3	620963	624377	627791	6828	JF6/PG0079-C/ERR027102	7g8_gb4
Pf3D7_08_v3	654042	654357	654673	631	7C408/PG0031-C/ERR015458	hb3_dd2
Pf3D7_08_v3	667301	667757	668213	912	1BB5/PG0023-C/ERR015449	hb3_dd2
Pf3D7_08_v3	676219	676850	677481	1262	7C183/PG0042-C/ERR015448	hb3_dd2
Pf3D7_08_v3	731172	731935	732698	1526	7C3/PG0034-C/ERR019047	hb3_dd2
Pf3D7_08_v3	734946	735605	736264	1318	XP52/PG0060-C/ERR019058	3d7_hb3
Pf3D7_08_v3	750019	751601	753183	3164	1BB5/PG0023-C/ERR015449	hb3_dd2
Pf3D7_08_v3	750019	751601	753183	3164	7C101/PG0074-C/ERR019048	hb3_dd2
Pf3D7_08_v3	758300	758505	758710	410	WF12/PG0097-C/ERR027109	7g8_gb4
Pf3D7_08_v3	792557	794062	795567	3010	B4R3/PG0018-C/ERR019042	hb3_dd2
Pf3D7_08_v3	808453	808846	809240	787	7C46/PG0046-Cx/ERR107476	hb3_dd2
Pf3D7_08_v3	813509	814437	815366	1857	CH3_61/PG0033-Cx/ERR175544	hb3_dd2
Pf3D7_08_v3	834943	835155	835368	425	D2_18_05_11/PG0094-CW/ERR045632	7g8_gb4
Pf3D7_08_v3	870867	872191	873516	2649	7C159/PG0040-Cx/ERR107475	hb3_dd2
Pf3D7_08_v3	902259	902770	903281	1022	7C140/PG0039-C/ERR015454	hb3_dd2
Pf3D7_08_v3	944496	945190	945884	1388	JC9_18_05_11/PG0111-CW/ERR045634	7g8_gb4
Pf3D7_08_v3	967206	967772	968339	1133	KA6/PG0091-C/ERR027117	7g8_gb4
Pf3D7_08_v3	977837	979116	980395	2558	JF6/PG0079-C/ERR027102	7g8_gb4
Pf3D7_08_v3	985406	986015	986624	1218	X10/PG0065-C/ERR019064	3d7_hb3
Pf3D7_08_v3	1007463	1008998	1010533	3070	XD8_13_05_11/PG0105-CW/ERR045628	7g8_gb4
Pf3D7_08_v3	1026133	1029402	1032671	6538	7C140/PG0039-C/ERR015454	hb3_dd2
Pf3D7_08_v3	1053348	1055088	1056829	3481	7C3/PG0034-C/ERR019047	hb3_dd2
Pf3D7_08_v3	1053348	1055088	1056829	3481	GC06/PG0028-C/ERR015456	hb3_dd2
Pf3D7_08_v3	1111945	1112213	1112482	537	X2/PG0061-C/ERR019059	3d7_hb3
Pf3D7_08_v3	1128488	1130756	1133025	4537	QC13/PG0016-C/ERR012895	hb3_dd2
Pf3D7_08_v3	1149782	1150390	1150998	1216	7C3/PG0034-C/ERR019047	hb3_dd2
Pf3D7_08_v3	1166922	1167119	1167317	395	3BD5/PG0024-C/ERR019053	hb3_dd2
Pf3D7_08_v3	1170224	1170843	1171463	1239	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_08_v3	1178340	1178462	1178584	244	QF5/PG0078-C/ERR029092	7g8_gb4
Pf3D7_08_v3	1199484	1200088	1200692	1208	NF10/PG0096-C/ERR027108	7g8_gb4
Pf3D7_08_v3	1206471	1206552	1206633	162	X2/PG0061-C/ERR019059	3d7_hb3
Pf3D7_08_v3	1207822	1208720	1209619	1797	JE11/PG0100-C/ERR029404	7g8_gb4
Pf3D7_08_v3	1219396	1220090	1220785	1389	7C126/PG0047-C/ERR015452	hb3_dd2
Pf3D7_08_v3	1222407	1226134	1229862	7455	JC3/PG0077-CW/ERR045636	7g8_gb4
Pf3D7_08_v3	1227006	1227292	1227578	572	X6/PG0064-C/ERR019071	3d7_hb3
Pf3D7_08_v3	1269432	1269882	1270333	901	JC3/PG0077-CW/ERR045636	7g8_gb4
Pf3D7_08_v3	1283598	1283844	1284090	492	7C188/PG0030-C/ERR019046	hb3_dd2
Pf3D7_08_v3	1346702	1346829	1346956	254	1BB5/PG0023-C/ERR015449	hb3_dd2
Pf3D7_09_v3	110142	110541	110941	799	XP9/PG0057-C/ERR019069	3d7_hb3
Pf3D7_09_v3	123746	124950	126155	2409	XD8_13_05_11/PG0105-CW/ERR045628	7g8_gb4
Pf3D7_09_v3	134283	134631	134979	696	X11/PG0066-C/ERR019072	3d7_hb3
Pf3D7_09_v3	163218	163776	164334	1116	WC4/PG0082-C/ERR029093	7g8_gb4
Pf3D7_09_v3	165871	166462	167054	1183	XP24/PG0058-C/ERR019063	3d7_hb3
Pf3D7_09_v3	172313	173528	174744	2431	7C101/PG0074-C/ERR019048	hb3_dd2
Pf3D7_09_v3	183120	183765	184411	1291	JC3/PG0077-CW/ERR045636	7g8_gb4
Pf3D7_09_v3	193837	194983	196129	2292	DAN/PG0098-C/ERR027110	7g8_gb4
Pf3D7_09_v3	319663	321145	322628	2965	JB12/PG0099-C/ERR029146	7g8_gb4
Pf3D7_09_v3	335934	336474	337014	1080	XG10/PG0109-C/ERR029405	7g8_gb4
Pf3D7_09_v3	338032	339143	340254	2222	7C140/PG0039-C/ERR015454	hb3_dd2
Pf3D7_09_v3	348948	349347	349747	799	WC4/PG0082-C/ERR029093	7g8_gb4
Pf3D7_09_v3	366510	367155	367800	1290	7C111/PG0038-C/ERR015457	hb3_dd2
Pf3D7_09_v3	369204	369321	369438	234	DEV_18_05_11/PG0081-CW/ERR045633	7g8_gb4
Pf3D7_09_v3	369438	369823	370209	771	X10/PG0065-C/ERR019064	3d7_hb3
Pf3D7_09_v3	388065	388446	388828	763	7C16/PG0036-C/ERR015455	hb3_dd2
Pf3D7_09_v3	390630	390898	391167	537	X33/PG0069-C/ERR019055	3d7_hb3
Pf3D7_09_v3	442153	442295	442438	285	X2/PG0061-C/ERR019059	3d7_hb3
Pf3D7_09_v3	441405	442556	443707	2302	7C421/PG0043-C/ERR015459	hb3_dd2
Pf3D7_09_v3	446883	446969	447055	172	X5/PG0063-C/ERR019060	3d7_hb3
Pf3D7_09_v3	523689	524481	525273	1584	7C170/PG0041-C/ERR015446	hb3_dd2
Pf3D7_09_v3	561033	561551	562070	1037	XP4/PG0054-C/ERR019062	3d7_hb3
Pf3D7_09_v3	567206	567939	568672	1466	CH3_61/PG0033-Cx/ERR175544	hb3_dd2
Pf3D7_09_v3	570861	572025	573189	2328	X33/PG0069-C/ERR019055	3d7_hb3
Pf3D7_09_v3	570999	572090	573181	2182	QF5/PG0078-C/ERR029092	7g8_gb4
Pf3D7_09_v3	574055	574167	574279	224	7C20/PG0037-C/ERR015451	hb3_dd2
Pf3D7_09_v3	582916	584825	586735	3819	QC23/PG0045-C/ERR012892	hb3_dd2
Pf3D7_09_v3	582916	584825	586735	3819	TC05/PG0027-C/ERR015450	hb3_dd2
Pf3D7_09_v3	584352	585193	586034	1682	NIC_18_05_11/PG0095-CW/ERR045631	7g8_gb4
Pf3D7_09_v3	593413	594139	594866	1453	DEV_18_05_11/PG0081-CW/ERR045633	7g8_gb4
Pf3D7_09_v3	595797	595842	595888	91	7C126/PG0047-C/ERR015452	hb3_dd2
Pf3D7_09_v3	599322	599456	599591	269	7C408/PG0031-C/ERR015458	hb3_dd2
Pf3D7_09_v3	615551	616258	616965	1414	3BA6/PG0022-Cx/ERR126027	hb3_dd2
Pf3D7_09_v3	617210	617418	617626	416	AL2_13_05_11/PG0103-CW/ERR045627	7g8_gb4
Pf3D7_09_v3	667934	669044	670155	2221	DAN/PG0098-C/ERR027110	7g8_gb4
Pf3D7_09_v3	670155	672039	673924	3769	QF5/PG0078-C/ERR029092	7g8_gb4
Pf3D7_09_v3	705159	706160	707161	2002	3BD5/PG0024-C/ERR019053	hb3_dd2
Pf3D7_09_v3	707853	708665	709477	1624	WC4/PG0082-C/ERR029093	7g8_gb4
Pf3D7_09_v3	708920	710812	712705	3785	XP4/PG0054-C/ERR019062	3d7_hb3
Pf3D7_09_v3	728820	730553	732286	3466	QC34/PG0026-C/ERR015453	hb3_dd2
Pf3D7_09_v3	737870	739624	741379	3509	SC01/PG0025-C/ERR019045	hb3_dd2
Pf3D7_09_v3	738139	739759	741379	3240	QC01/PG0017-C/ERR019050	hb3_dd2
Pf3D7_09_v3	757812	758276	758740	928	JB12/PG0099-C/ERR029146	7g8_gb4
Pf3D7_09_v3	789199	790139	791080	1881	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_09_v3	814000	814544	815088	1088	X5/PG0063-C/ERR019060	3d7_hb3
Pf3D7_09_v3	855879	856079	856280	401	JB8/PG0087-C/ERR029091	7g8_gb4
Pf3D7_09_v3	855879	856079	856280	401	NF10/PG0096-C/ERR027108	7g8_gb4
Pf3D7_09_v3	888107	888291	888476	369	X35/PG0070-C/ERR019056	3d7_hb3
Pf3D7_09_v3	890989	891925	892861	1872	XP52/PG0060-C/ERR019058	3d7_hb3
Pf3D7_09_v3	902424	904498	906572	4148	DEV_18_05_11/PG0081-CW/ERR045633	7g8_gb4
Pf3D7_09_v3	936974	937134	937294	320	X33/PG0069-C/ERR019055	3d7_hb3
Pf3D7_09_v3	954256	954735	955215	959	7C111/PG0038-C/ERR015457	hb3_dd2
Pf3D7_09_v3	954373	955134	955895	1522	AUD/PG0112-C/ERR029406	7g8_gb4
Pf3D7_09_v3	961861	962756	963651	1790	XP4/PG0054-C/ERR019062	3d7_hb3
Pf3D7_09_v3	979981	981172	982363	2382	GC06/PG0028-C/ERR015456	hb3_dd2
Pf3D7_09_v3	980441	981573	982705	2264	X5/PG0063-C/ERR019060	3d7_hb3
Pf3D7_09_v3	988206	988557	988909	703	X35/PG0070-C/ERR019056	3d7_hb3
Pf3D7_09_v3	1021265	1022744	1024224	2959	NIC_18_05_11/PG0095-CW/ERR045631	7g8_gb4
Pf3D7_09_v3	1026881	1027672	1028463	1582	3BA6/PG0022-Cx/ERR126027	hb3_dd2
Pf3D7_09_v3	1026881	1027672	1028463	1582	7C46/PG0046-Cx/ERR107476	hb3_dd2
Pf3D7_09_v3	1026737	1028060	1029384	2647	JB8/PG0087-C/ERR029091	7g8_gb4
Pf3D7_09_v3	1036130	1037386	1038643	2513	XB3/PG0093-C/ERR029105	7g8_gb4
Pf3D7_09_v3	1038746	1038973	1039201	455	JE11/PG0100-C/ERR029404	7g8_gb4
